name,group
TTC39A,Always_up
EPS15,Non bivalent
NRD1,Non bivalent
RAB3B,Non bivalent
KTI12,Non bivalent
TXNDC12,Non bivalent
CC2D1B,Non bivalent
ORC1,Non bivalent
ZCCHC11,Non bivalent
COA7,Non bivalent
ECHDC2,Always_up
C1orf123,Non bivalent
MAGOH,Non bivalent
LRP8,Non bivalent
NDC1,Non bivalent
YIPF1,Non bivalent
HSPB11,Non bivalent
TMEM59,Non bivalent
CYB5RL,Non bivalent
SSBP3,Non bivalent
FAM151A,Non bivalent
PARS2,Non bivalent
TTC22,Always_up
DHCR24,Non bivalent
USP24,Non bivalent
PPAP2B,Non bivalent
C1orf168,Non bivalent
DAB1,Ni_higher_than_Pr
OMA1,Non bivalent
TACSTD2,Pr_higher_than_Ni
MYSM1,Non bivalent
JUN,Non bivalent
CYP2J2,Always_up
TM2D1,Ni_higher_than_Pr
KANK4,Always_up
DOCK7,Non bivalent
FOXD3-AS1,Always_up
ITGB3BP,Non bivalent
JAK1,Always_up
SLC35D1,Non bivalent
SERBP1,Non bivalent
GNG12,Always_up
DIRAS3,Always_up
WLS,Always_up
DEPDC1,Non bivalent
LRRC40,Non bivalent
ANKRD13C,Non bivalent
ZRANB2,Ni_higher_than_Pr
CRYZ,Non bivalent
SLC44A5,Non bivalent
DLSTP1,Non bivalent
PIGK,Non bivalent
ZZZ3,Non bivalent
USP33,Non bivalent
FUBP1,Non bivalent
TTLL7,Ni_higher_than_Pr
GNG5,Always_up
CTBS,Always_up
LINC01555,Non bivalent
SSX2IP,Non bivalent
LPAR3,Always_up
MCOLN2,Always_up
MCOLN3,Always_up
SYDE2,Non bivalent
C1orf52,Non bivalent
BCL10,Non bivalent
DDAH1,Always_up
ZNHIT6,Non bivalent
COL24A1,Always_up
ODF2L,Non bivalent
SEP15,Non bivalent
GTF2B,Non bivalent
CCBL2,Non bivalent
RBMXL1,Non bivalent
GBP3,Non bivalent
GBP1,Non bivalent
GBP2,Non bivalent
GBP4,Non bivalent
GEMIN8P4,Non bivalent
ZNF644,Non bivalent
HFM1,Non bivalent
TGFBR3,Pr_higher_than_Ni
SETSIP,Non bivalent
GLMN,Non bivalent
GFI1,Pr_higher_than_Ni
EVI5,Non bivalent
FAM69A,Non bivalent
TMED5,Non bivalent
LOC100131564,Non bivalent
BCAR3,Non bivalent
DNTTIP2,Non bivalent
GCLM,Non bivalent
ABCA4,Non bivalent
ARHGAP29,Pr_higher_than_Ni
F3,Always_up
LINC01057,Always_up
CNN3,Non bivalent
ALG14,Non bivalent
DPYD,Ni_higher_than_Pr
LPPR5,Always_up
FRRS1,Non bivalent
SASS6,Non bivalent
DBT,Non bivalent
EXTL2,Non bivalent
DPH5,Non bivalent
COL11A1,Always_up
VAV3,Always_up
SLC25A24,Ni_higher_than_Pr
NBPF4,Non bivalent
HENMT1,Always_up
CLCC1,Non bivalent
WDR47,Non bivalent
TAF13,Non bivalent
PSRC1,Non bivalent
SORT1,Non bivalent
PSMA5,Non bivalent
AMIGO1,Always_up
GSTM3,Always_up
ALX3,Always_up
SLC16A4,Non bivalent
LAMTOR5,Non bivalent
KCNA2,Non bivalent
LRIF1,Non bivalent
DRAM2,Non bivalent
DENND2D,Always_up
OVGP1,Non bivalent
WDR77,Non bivalent
LINC01160,Non bivalent
FAM212B,Ni_higher_than_Pr
KCND3,Always_up
ST7L,Non bivalent
RHOC,Non bivalent
PPM1J,Non bivalent
LINC01356,Non bivalent
SLC16A1,Non bivalent
PHTF1,Non bivalent
RSBN1,Non bivalent
AP4B1,Non bivalent
SYT6,Ni_higher_than_Pr
TRIM33,Non bivalent
BCAS2,Non bivalent
DENND2C,Always_up
NRAS,Non bivalent
CSDE1,Non bivalent
SIKE1,Always_up
TSPAN2,Always_up
NGF,Always_up
NHLH2,Ni_higher_than_Pr
ATP1A1-AS1,Non bivalent
CD58,Ni_higher_than_Pr
IGSF3,Non bivalent
TRIM45,Non bivalent
VTCN1,Non bivalent
GDAP2,Non bivalent
TBX15,Pr_higher_than_Ni
WARS2,Non bivalent
ZNF697,Non bivalent
NOTCH2,Ni_higher_than_Pr
SEC22B,Ni_higher_than_Pr
FAM72B,Non bivalent
FAM72C,Non bivalent
LOC645166,Always_up
NBPF15,Non bivalent
SRGAP2B,Non bivalent
LOC103091866,Always_up
NBPF20,Non bivalent
NBPF25P,Non bivalent
PDZK1,Non bivalent
RNF115,Non bivalent
PIAS3,Non bivalent
PEX11B,Non bivalent
RBM8A,Non bivalent
LIX1L,Always_up
ANKRD34A,Pr_higher_than_Ni
TXNIP,Non bivalent
HFE2,Always_up
NOTCH2NL,Ni_higher_than_Pr
PRKAB2,Non bivalent
FMO5,Non bivalent
LINC00624,Non bivalent
ACP6,Non bivalent
GJA5,Non bivalent
PDZK1P1,Always_up
NBPF11,Non bivalent
LINC01138,Always_up
NBPF14,Non bivalent
NBPF9,Non bivalent
LOC653513,Non bivalent
HIST2H2BF,Non bivalent
HIST2H2AA3,Non bivalent
HIST2H2AA4,Non bivalent
HIST2H2BC,Non bivalent
HIST2H2BE,Non bivalent
SV2A,Ni_higher_than_Pr
SF3B4,Non bivalent
MTMR11,Non bivalent
OTUD7B,Non bivalent
ANP32E,Non bivalent
APH1A,Non bivalent
MCL1,Non bivalent
ENSA,Non bivalent
GOLPH3L,Non bivalent
HORMAD1,Non bivalent
CTSS,Non bivalent
CTSK,Non bivalent
ARNT,Non bivalent
CERS2,Non bivalent
FAM63A,Non bivalent
CDC42SE1,Non bivalent
SEMA6C,Non bivalent
LYSMD1,Non bivalent
VPS72,Non bivalent
PI4KB,Non bivalent
RFX5,Non bivalent
SELENBP1,Non bivalent
POGZ,Non bivalent
MRPL9,Non bivalent
TDRKH,Non bivalent
THEM4,Non bivalent
S100A10,Non bivalent
S100A11,Non bivalent
S100A8,Non bivalent
S100A6,Non bivalent
S100A16,Non bivalent
S100A14,Non bivalent
S100A13,Non bivalent
ILF2,Non bivalent
GATAD2B,Non bivalent
DENND4B,Non bivalent
CRTC2,Non bivalent
SLC39A1,Non bivalent
JTB,Non bivalent
RAB13,Non bivalent
TPM3,Non bivalent
C1orf43,Non bivalent
SHE,Always_up
UBE2Q1,Non bivalent
ADAR,Non bivalent
KCNN3,Non bivalent
PMVK,Non bivalent
PBXIP1,Non bivalent
PYGO2,Non bivalent
SHC1,Non bivalent
LOC100505666,Non bivalent
DPM3,Non bivalent
KRTCAP2,Non bivalent
MUC1,Non bivalent
THBS3,Ni_higher_than_Pr
GBAP1,Non bivalent
GBA,Non bivalent
FAM189B,Non bivalent
SCAMP3,Non bivalent
CLK2,Non bivalent
ASH1L,Non bivalent
YY1AP1,Non bivalent
GON4L,Non bivalent
RIT1,Non bivalent
KIAA0907,Non bivalent
ARHGEF2,Non bivalent
SSR2,Non bivalent
UBQLN4,Non bivalent
MEX3A,Ni_higher_than_Pr
PAQR6,Non bivalent
SMG5,Non bivalent
GLMP,Non bivalent
CCT3,Non bivalent
C1orf61,Always_up
MEF2D,Non bivalent
IQGAP3,Non bivalent
GPATCH4,Non bivalent
NES,Non bivalent
CRABP2,Non bivalent
ISG20L2,Non bivalent
MRPL24,Non bivalent
HDGF,Non bivalent
SH2D2A,Non bivalent
ARHGEF11,Non bivalent
ETV3,Non bivalent
TAGLN2,Non bivalent
IGSF9,Non bivalent
PIGM,Always_up
IGSF8,Non bivalent
DCAF8,Non bivalent
PEX19,Non bivalent
COPA,Non bivalent
CD48,Non bivalent
ITLN2,Non bivalent
F11R,Non bivalent
TSTD1,Non bivalent
USF1,Non bivalent
ARHGAP30,Non bivalent
PVRL4,Non bivalent
PFDN2,Non bivalent
DEDD,Non bivalent
B4GALT3,Non bivalent
ADAMTS4,Non bivalent
APOA2,Non bivalent
MPZ,Non bivalent
OLFML2B,Always_up
C1orf110,Non bivalent
RGS5,Non bivalent
LMX1A,Always_up
ALDH9A1,Non bivalent
TMCO1,Non bivalent
FAM78B,Always_up
TADA1,Non bivalent
ILDR2,Always_up
CREG1,Non bivalent
ADCY10,Non bivalent
MPC2,Non bivalent
GPR161,Ni_higher_than_Pr
NME7,Non bivalent
SLC19A2,Non bivalent
F5,Non bivalent
METTL18,Non bivalent
SCYL3,Non bivalent
KIFAP3,Non bivalent
VAMP4,Non bivalent
DNM3OS,Non bivalent
PIGC,Non bivalent
LOC100506023,Non bivalent
ANKRD45,Non bivalent
CENPL,Non bivalent
GAS5,Non bivalent
RC3H1,Non bivalent
MRPS14,Non bivalent
KIAA0040,Always_up
RFWD2,Non bivalent
ASTN1,Always_up
SEC16B,Non bivalent
ABL2,Non bivalent
TOR1AIP2,Non bivalent
LHX4-AS1,Non bivalent
ACBD6,Non bivalent
STX6,Non bivalent
ZNF648,Non bivalent
GLUL,Non bivalent
RNASEL,Non bivalent
RGS16,Always_up
SHCBP1L,Ni_higher_than_Pr
NMNAT2,Always_up
ARPC5,Non bivalent
COLGALT2,Always_up
EDEM3,Non bivalent
FAM129A,Always_up
TRMT1L,Non bivalent
IVNS1ABP,Non bivalent
TPR,Non bivalent
UCHL5,Non bivalent
GLRX2,Ni_higher_than_Pr
ASPM,Non bivalent
ZBTB41,Non bivalent
DENND1B,Non bivalent
ZNF281,Non bivalent
KIF14,Non bivalent
DDX59,Non bivalent
KIF21B,Non bivalent
TMEM9,Non bivalent
TNNT2,Non bivalent
LAD1,Non bivalent
TNNI1,Non bivalent
PHLDA3,Non bivalent
CSRP1,Non bivalent
IPO9-AS1,Non bivalent
LMOD1,Non bivalent
ARL8A,Non bivalent
UBE2T,Ni_higher_than_Pr
SYT2,Always_up
KDM5B,Non bivalent
RABIF,Non bivalent
KLHL12,Non bivalent
ADIPOR1,Non bivalent
CYB5R1,Non bivalent
MYBPH,Non bivalent
CHI3L1,Non bivalent
FMOD,Non bivalent
ETNK2,Non bivalent
REN,Non bivalent
KISS1,Non bivalent
PLEKHA6,Non bivalent
PPP1R15B,Non bivalent
PIK3C2B,Non bivalent
LRRN2,Ni_higher_than_Pr
TMEM81,Non bivalent
RBBP5,Non bivalent
DSTYK,Non bivalent
NUAK2,Non bivalent
BLACAT1,Non bivalent
ELK4,Non bivalent
SLC45A3,Non bivalent
NUCKS1,Non bivalent
RAB29,Always_up
SLC41A1,Non bivalent
RAB7B,Non bivalent
CTSE,Non bivalent
FAM72A,Non bivalent
EIF2D,Non bivalent
YOD1,Non bivalent
CD34,Always_up
PLXNA2,Always_up
LAMB3,Non bivalent
C1orf74,Always_up
IRF6,Non bivalent
SERTAD4-AS1,Always_up
SLC30A1,Non bivalent
NEK2,Non bivalent
LPGAT1,Always_up
INTS7,Non bivalent
RPL21P28,Non bivalent
TMEM206,Non bivalent
BATF3,Always_up
NSL1,Non bivalent
FLVCR1-AS1,Non bivalent
ANGEL2,Non bivalent
PTPN14,Non bivalent
ESRRG,Always_up
GPATCH2,Non bivalent
EPRS,Non bivalent
BPNT1,Non bivalent
AURKAPS1,Non bivalent
RAB3GAP2,Non bivalent
DUSP10,Always_up
TAF1A,Always_up
AIDA,Non bivalent
SUSD4,Always_up
TP53BP2,Non bivalent
GTF2IP20,Non bivalent
NVL,Non bivalent
WDR26,Non bivalent
LBR,Non bivalent
ENAH,Non bivalent
TMEM63A,Non bivalent
LEFTY1,Non bivalent
PYCR2,Non bivalent
LEFTY2,Non bivalent
SDE2,Non bivalent
ACBD3,Non bivalent
LIN9,Non bivalent
PARP1,Non bivalent
ITPKB,Always_up
CDC42BPA,Non bivalent
JMJD4,Non bivalent
WNT9A,Non bivalent
C1orf35,Non bivalent
MRPL55,Non bivalent
TRIM11,Non bivalent
TRIM17,Non bivalent
HIST3H2A,Non bivalent
CCSAP,Non bivalent
ACTA1,Always_up
NUP133,Non bivalent
ABCB10,Non bivalent
TAF5L,Non bivalent
PGBD5,Always_up
C1orf198,Ni_higher_than_Pr
TTC13,Ni_higher_than_Pr
FAM89A,Always_up
C1orf131,Non bivalent
EXOC8,Non bivalent
EGLN1,Ni_higher_than_Pr
SIPA1L2,Non bivalent
PCNXL2,Non bivalent
LOC101927765,Non bivalent
TARBP1,Non bivalent
IRF2BP2,Non bivalent
TOMM20,Non bivalent
RBM34,Non bivalent
ARID4B,Non bivalent
B3GALNT2,Non bivalent
GNG4,Always_up
LYST,Non bivalent
NID1,Pr_higher_than_Ni
ERO1B,Always_up
HEATR1,Non bivalent
GREM2,Pr_higher_than_Ni
FH,Non bivalent
CHML,Non bivalent
OPN3,Non bivalent
MAP1LC3C,Non bivalent
LINC01347,Non bivalent
AKT3,Non bivalent
ADSS,Non bivalent
HNRNPU-AS1,Non bivalent
HNRNPU,Non bivalent
LOC101928068,Non bivalent
SMYD3,Non bivalent
TFB2M,Non bivalent
AHCTF1,Non bivalent
ZNF695,Non bivalent
ZNF670,Non bivalent
ZNF670-ZNF695,Non bivalent
ZNF669,Non bivalent
ZNF124,Non bivalent
ZNF496,Non bivalent
SH3BP5L,Non bivalent
ZNF692,Non bivalent
ACP1,Always_up
TRAPPC12,Non bivalent
RNASEH1-AS1,Non bivalent
RPS7,Non bivalent
COLEC11,Non bivalent
SOX11,Ni_higher_than_Pr
RNF144A,Always_up
ID2,Always_up
ASAP2,Non bivalent
CPSF3,Non bivalent
IAH1,Non bivalent
TAF1B,Non bivalent
GRHL1,Always_up
KLF11,Non bivalent
RRM2,Non bivalent
HPCAL1,Always_up
ATP6V1C2,Always_up
PQLC3,Non bivalent
GREB1,Non bivalent
LPIN1,Non bivalent
TRIB2,Always_up
DDX1,Non bivalent
MYCN,Non bivalent
VSNL1,Ni_higher_than_Pr
GEN1,Non bivalent
MSGN1,Non bivalent
KCNS3,Always_up
RHOB,Non bivalent
GDF7,Always_up
KLHL29,Always_up
UBXN2A,Non bivalent
FKBP1B,Non bivalent
FAM228B,Always_up
NCOA1,Non bivalent
CENPO,Non bivalent
EFR3B,Non bivalent
RAB10,Non bivalent
GAREML,Non bivalent
HADHB,Non bivalent
EPT1,Non bivalent
SLC35F6,Non bivalent
CENPA,Non bivalent
DPYSL5,Ni_higher_than_Pr
MAPRE3,Always_up
TMEM214,Non bivalent
AGBL5,Non bivalent
EMILIN1,Non bivalent
KHK,Non bivalent
ATRAID,Non bivalent
CAD,Non bivalent
SNX17,Non bivalent
NRBP1,Non bivalent
KRTCAP3,Non bivalent
ZNF512,Always_up
GPN1,Non bivalent
SLC4A1AP,Non bivalent
MRPL33,Non bivalent
BRE,Non bivalent
FOSL2,Non bivalent
PLB1,Non bivalent
PPP1CB,Non bivalent
WDR43,Non bivalent
FAM179A,Non bivalent
CLIP4,Pr_higher_than_Ni
YPEL5,Non bivalent
LBH,Non bivalent
LCLAT1,Non bivalent
EHD3,Always_up
SPAST,Non bivalent
SLC30A6,Non bivalent
YIPF4,Non bivalent
BIRC6,Non bivalent
TTC27,Non bivalent
LTBP1,Non bivalent
RASGRP3,Non bivalent
CRIM1,Non bivalent
GPATCH11,Non bivalent
CEBPZOS,Non bivalent
NDUFAF7,Non bivalent
QPCT,Always_up
RMDN2,Always_up
GALM,Non bivalent
GEMIN6,Non bivalent
MORN2,Non bivalent
ARHGEF33,Non bivalent
TMEM178A,Always_up
PKDCC,Always_up
EML4,Ni_higher_than_Pr
MTA3,Non bivalent
PLEKHH2,Ni_higher_than_Pr
DYNC2LI1,Non bivalent
PPM1B,Non bivalent
CAMKMT,Non bivalent
PRKCE,Always_up
EPAS1,Always_up
RHOQ,Non bivalent
CRIPT,Non bivalent
SOCS5,Non bivalent
TTC7A,Non bivalent
BCYRN1,Non bivalent
EPCAM,Non bivalent
MSH2,Non bivalent
MSH6,Non bivalent
FOXN2,Non bivalent
PPP1R21,Non bivalent
STON1,Always_up
CHAC2,Ni_higher_than_Pr
ERLEC1,Non bivalent
ACYP2,Non bivalent
SPTBN1,Always_up
EML6,Always_up
RPS27A,Non bivalent
PRORSD1P,Non bivalent
CFAP36,Non bivalent
CCDC85A,Always_up
VRK2,Non bivalent
PAPOLG,Non bivalent
REL,Non bivalent
PEX13,Non bivalent
KIAA1841,Non bivalent
C2orf74,Non bivalent
AHSA2,Non bivalent
COMMD1,Non bivalent
B3GNT2,Non bivalent
EHBP1,Non bivalent
OTX1,Always_up
MDH1,Non bivalent
UGP2,Non bivalent
LGALSL,Non bivalent
AFTPH,Non bivalent
SLC1A4,Always_up
CEP68,Non bivalent
ACTR2,Non bivalent
MEIS1,Always_up
ETAA1,Non bivalent
PNO1,Non bivalent
APLF,Non bivalent
ANTXR1,Ni_higher_than_Pr
ANXA4,Non bivalent
GMCL1,Non bivalent
SNRNP27,Non bivalent
MXD1,Non bivalent
PCBP1,Non bivalent
PCYOX1,Non bivalent
VAX2,Always_up
ATP6V1B1,Non bivalent
ANKRD53,Non bivalent
NAGK,Non bivalent
MPHOSPH10,Non bivalent
ZNF638,Non bivalent
DYSF,Always_up
SPR,Always_up
SMYD5,Non bivalent
CCT7,Non bivalent
ALMS1,Non bivalent
ALMS1-IT1,Non bivalent
STAMBP,Non bivalent
ACTG2,Non bivalent
DGUOK,Non bivalent
TET3,Ni_higher_than_Pr
BOLA3-AS1,Non bivalent
MTHFD2,Non bivalent
WDR54,Non bivalent
INO80B,Non bivalent
INO80B-WBP1,Non bivalent
WBP1,Non bivalent
TTC31,Non bivalent
LBX2-AS1,Pr_higher_than_Ni
TLX2,Always_up
HTRA2,Non bivalent
DOK1,Ni_higher_than_Pr
SEMA4F,Always_up
HK2,Non bivalent
POLE4,Always_up
MRPL19,Non bivalent
TMSB10,Non bivalent
KCMF1,Non bivalent
TCF7L1,Non bivalent
ELMOD3,Non bivalent
MAT2A,Non bivalent
VAMP8,Non bivalent
VAMP5,Ni_higher_than_Pr
RNF181,Non bivalent
USP39,Non bivalent
ATOH8,Always_up
PTCD3,Non bivalent
MRPL35,Non bivalent
KDM3A,Always_up
RMND5A,Non bivalent
RGPD2,Non bivalent
LINC00152,Non bivalent
THNSL2,Always_up
TEX37,Non bivalent
RPIA,Non bivalent
MAL,Always_up
ZNF2,Non bivalent
PROM2,Non bivalent
KCNIP3,Always_up
FAHD2A,Non bivalent
TRIM43,Non bivalent
STARD7-AS1,Non bivalent
CIAO1,Non bivalent
ITPRIPL1,Always_up
NCAPH,Non bivalent
ARID5A,Non bivalent
CNNM4,Non bivalent
CNNM3,Non bivalent
ANKRD36,Non bivalent
COX5B,Non bivalent
ZAP70,Non bivalent
INPP4A,Non bivalent
UNC50,Non bivalent
LIPT1,Non bivalent
MRPL30,Non bivalent
EIF5B,Non bivalent
PDCL3,Non bivalent
NPAS2,Always_up
RPL31,Non bivalent
CNOT11,Non bivalent
MAP4K4,Non bivalent
IL1R1,Always_up
TMEM182,Non bivalent
POU3F3,Always_up
MRPS9,Non bivalent
GPR45,Non bivalent
C2orf49,Non bivalent
NCK2,Non bivalent
RGPD4,Ni_higher_than_Pr
SULT1C4,Non bivalent
GCC2,Non bivalent
LIMS1,Non bivalent
RANBP2,Non bivalent
CCDC138,Non bivalent
SH3RF3,Always_up
SOWAHC,Non bivalent
RGPD6,Non bivalent
LIMS3,Non bivalent
LIMS3L,Non bivalent
ACOXL,Always_up
BCL2L11,Always_up
MERTK,Always_up
TMEM87B,Non bivalent
ZC3H6,Non bivalent
TTL,Non bivalent
POLR1B,Non bivalent
CHCHD5,Non bivalent
SLC20A1,Non bivalent
IL36RN,Non bivalent
PSD4,Non bivalent
PAX8-AS1,Non bivalent
CBWD2,Always_up
WASH2P,Non bivalent
RABL2A,Non bivalent
ACTR3,Non bivalent
DPP10,Always_up
DDX18,Non bivalent
INSIG2,Ni_higher_than_Pr
STEAP3,Always_up
DBI,Non bivalent
TMEM37,Non bivalent
CFAP221,Non bivalent
TMEM177,Non bivalent
PTPN4,Non bivalent
EPB41L5,Non bivalent
RALB,Always_up
INHBB,Always_up
GLI2,Non bivalent
NIFK-AS1,Non bivalent
TSN,Non bivalent
CNTNAP5,Always_up
GYPC,Non bivalent
SFT2D3,Non bivalent
UGGT1,Non bivalent
MZT2B,Non bivalent
IMP4,Non bivalent
PTPN18,Non bivalent
CFC1B,Always_up
AMER3,Always_up
ARHGEF4,Non bivalent
PLEKHB2,Non bivalent
POTEE,Ni_higher_than_Pr
TUBA3D,Non bivalent
LOC150776,Non bivalent
CCDC74A,Non bivalent
GPR39,Always_up
MGAT5,Non bivalent
CCNT2,Non bivalent
RAB3GAP1,Non bivalent
R3HDM1,Non bivalent
UBXN4,Non bivalent
THSD7B,Non bivalent
HNMT,Non bivalent
SPOPL,Non bivalent
KYNU,Non bivalent
ARHGAP15,Non bivalent
TEX41,Non bivalent
ACVR2A,Non bivalent
MBD5,Non bivalent
EPC2,Always_up
KIF5C,Ni_higher_than_Pr
LYPD6B,Always_up
LYPD6,Always_up
TNFAIP6,Non bivalent
RIF1,Non bivalent
FMNL2,Non bivalent
ARL6IP6,Non bivalent
GALNT13,Always_up
KCNJ3,Always_up
GPD2,Non bivalent
GALNT5,Ni_higher_than_Pr
PKP4,Non bivalent
TANC1,Pr_higher_than_Ni
MARCH7,Non bivalent
TANK,Non bivalent
LOC100996579,Always_up
PSMD14,Non bivalent
GCA,Always_up
SCN2A,Non bivalent
CSRNP3,Non bivalent
CERS6,Ni_higher_than_Pr
NOSTRIN,Non bivalent
BBS5,Always_up
PPIG,Non bivalent
PHOSPHO2,Non bivalent
PHOSPHO2-KLHL23,Non bivalent
KLHL23,Always_up
SSB,Non bivalent
UBR3,Non bivalent
MYO3B,Non bivalent
SP5,Always_up
ERICH2,Non bivalent
GAD1,Always_up
GORASP2,Non bivalent
DCAF17,Non bivalent
CYBRD1,Non bivalent
DYNC1I2,Non bivalent
HAT1,Non bivalent
METAP1D,Always_up
DLX1,Always_up
ITGA6,Always_up
PDK1,Ni_higher_than_Pr
RAPGEF4,Always_up
ZAK,Always_up
CDCA7,Non bivalent
SP9,Always_up
SCRN3,Non bivalent
HOXD13,Pr_higher_than_Ni
HOXD11,Always_up
HOXD10,Pr_higher_than_Ni
HOXD9,Pr_higher_than_Ni
HOXD8,Pr_higher_than_Ni
HOXD4,Pr_higher_than_Ni
HOXD3,Pr_higher_than_Ni
HOXD1,Pr_higher_than_Ni
MTX2,Non bivalent
HNRNPA3,Non bivalent
AGPS,Non bivalent
RBM45,Non bivalent
OSBPL6,Ni_higher_than_Pr
LOC101927027,Non bivalent
DFNB59,Non bivalent
PLEKHA3,Non bivalent
TTN-AS1,Non bivalent
UBE2E3,Ni_higher_than_Pr
ITGA4,Always_up
SSFA2,Always_up
PPP1R1C,Non bivalent
DNAJC10,Ni_higher_than_Pr
DUSP19,Always_up
NUP35,Non bivalent
ZNF804A,Always_up
FSIP2,Ni_higher_than_Pr
ZC3H15,Non bivalent
ITGAV,Non bivalent
FAM171B,Always_up
GULP1,Non bivalent
COL3A1,Ni_higher_than_Pr
WDR75,Non bivalent
ASNSD1,Non bivalent
PMS1,Non bivalent
INPP1,Non bivalent
MFSD6,Always_up
NAB1,Ni_higher_than_Pr
GLS,Non bivalent
MYO1B,Non bivalent
NABP1,Non bivalent
SLC39A10,Non bivalent
LOC101927482,Non bivalent
CCDC150,Always_up
COQ10B,Non bivalent
HSPE1,Non bivalent
HSPE1-MOB4,Non bivalent
MOB4,Non bivalent
MARS2,Non bivalent
C2orf69,Non bivalent
C2orf47,Non bivalent
SPATS2L,Always_up
SGOL2,Always_up
AOX1,Always_up
BZW1,Non bivalent
NIF3L1,Non bivalent
NDUFB3,Non bivalent
CFLAR,Non bivalent
CASP10,Non bivalent
CASP8,Non bivalent
STRADB,Non bivalent
FZD7,Ni_higher_than_Pr
NOP58,Non bivalent
BMPR2,Non bivalent
FAM117B,Ni_higher_than_Pr
CARF,Non bivalent
NBEAL1,Non bivalent
CYP20A1,Pr_higher_than_Ni
ABI2,Non bivalent
PARD3B,Always_up
NRP2,Always_up
EEF1B2,Non bivalent
GPR1-AS,Non bivalent
ZDBF2,Non bivalent
ADAM23,Ni_higher_than_Pr
FASTKD2,Non bivalent
CPO,Non bivalent
CREB1,Non bivalent
CCNYL1,Ni_higher_than_Pr
PIKFYVE,Non bivalent
MAP2,Always_up
RPE,Non bivalent
CPS1,Non bivalent
SPAG16,Ni_higher_than_Pr
LOC101928103,Non bivalent
ATIC,Ni_higher_than_Pr
XRCC5,Non bivalent
PKI55,Non bivalent
SMARCAL1,Non bivalent
RPL37A,Non bivalent
IGFBP2,Ni_higher_than_Pr
ARPC2,Non bivalent
GPBAR1,Non bivalent
PNKD,Non bivalent
CTDSP1,Non bivalent
VIL1,Non bivalent
RQCD1,Non bivalent
BCS1L,Non bivalent
STK36,Non bivalent
TTLL4,Non bivalent
CYP27A1,Always_up
WNT6,Always_up
CDK5R2,Always_up
FAM134A,Non bivalent
ZFAND2B,Non bivalent
ANKZF1,Non bivalent
STK16,Non bivalent
DNAJB2,Non bivalent
DES,Non bivalent
SPEG,Non bivalent
GMPPA,Always_up
ASIC4,Non bivalent
TMEM198,Non bivalent
INHA,Non bivalent
STK11IP,Non bivalent
SLC4A3,Non bivalent
ACSL3,Non bivalent
KCNE4,Non bivalent
MRPL44,Non bivalent
RHBDD1,Always_up
MFF,Non bivalent
AGFG1,Non bivalent
FBXO36,Non bivalent
SP140,Non bivalent
SP140L,Non bivalent
SP100,Non bivalent
CAB39,Non bivalent
ITM2C,Non bivalent
C2orf72,Pr_higher_than_Ni
PSMD1,Non bivalent
ARMC9,Non bivalent
B3GNT7,Non bivalent
PTMA,Non bivalent
COPS7B,Non bivalent
DIS3L2,Pr_higher_than_Ni
ALPP,Non bivalent
ALPPL2,Non bivalent
EIF4E2,Non bivalent
EFHD1,Pr_higher_than_Ni
GIGYF2,Non bivalent
INPP5D,Non bivalent
ATG16L1,Non bivalent
DGKD,Non bivalent
SH3BP4,Non bivalent
AGAP1,Non bivalent
ACKR3,Always_up
COPS8,Non bivalent
MLPH,Pr_higher_than_Ni
LRRFIP1,Always_up
RBM44,Ni_higher_than_Pr
RAMP1,Always_up
UBE2F,Non bivalent
SCLY,Non bivalent
ESPNL,Non bivalent
KLHL30,Non bivalent
FAM132B,Non bivalent
LOC643387,Always_up
TRAF3IP1,Non bivalent
ASB1,Non bivalent
TWIST2,Always_up
GPC1,Non bivalent
DUSP28,Non bivalent
RNPEPL1,Non bivalent
CAPN10,Ni_higher_than_Pr
PPP1R7,Non bivalent
ANO7,Non bivalent
SEPT2,Non bivalent
FARP2,Non bivalent
BOK,Non bivalent
ATG4B,Non bivalent
ING5,Non bivalent
D2HGDH,Non bivalent
LOC728323,Non bivalent
SH3YL1,Always_up
TMEM18,Non bivalent
PXDN,Non bivalent
TSSC1,Non bivalent
ADI1,Non bivalent
RNASEH1,Non bivalent
CMPK2,Always_up
KIDINS220,Non bivalent
MBOAT2,Always_up
ITGB1BP1,Non bivalent
ADAM17,Non bivalent
YWHAQ,Non bivalent
ODC1,Non bivalent
NOL10,Non bivalent
PDIA6,Non bivalent
ROCK2,Non bivalent
E2F6,Non bivalent
NBAS,Non bivalent
FAM49A,Always_up
SMC6,Non bivalent
RDH14,Non bivalent
OSR1,Pr_higher_than_Ni
TTC32,Non bivalent
WDR35,Ni_higher_than_Pr
MATN3,Always_up
LAPTM4A,Non bivalent
SDC1,Ni_higher_than_Pr
PUM2,Non bivalent
HS1BP3,Non bivalent
LDAH,Non bivalent
APOB,Always_up
ATAD2B,Non bivalent
C2orf44,Non bivalent
SF3B6,Non bivalent
TP53I3,Non bivalent
ITSN2,Pr_higher_than_Ni
PTRHD1,Non bivalent
ADCY3,Non bivalent
DNAJC27,Non bivalent
POMC,Pr_higher_than_Ni
DNMT3A,Non bivalent
DTNB,Always_up
ASXL2,Non bivalent
KIF3C,Non bivalent
HADHA,Non bivalent
OST4,Non bivalent
CGREF1,Always_up
PREB,Non bivalent
SLC5A6,Non bivalent
