gene_id	gene_name	SRR31535847	SRR31535848	SRR31535849	SRR31535850	SRR31535851	SRR31535852	SRR31535853	SRR31535854	SRR31535855	SRR31535856	SRR31535857	SRR31535858	SRR31535859	SRR31535860
LOC101928970	LOC101928970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928972	LOC101928972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928974	LOC101928974	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928976	LOC101928976	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928977	LOC101928977	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928978	LOC101928978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928981	LOC101928981	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928982	LOC101928982	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101928984	LOC101928984	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928985	LOC101928985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928987	LOC101928987	0	0	6	0	0	0	0	0	1	0	0	0	0	0
LOC101928991	LOC101928991	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928993	LOC101928993	8	35	11	0	0	1.5	3.5	0	33	0	0	21	44	0
LOC101928997	LOC101928997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928998	LOC101928998	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC101929002	LOC101929002	2	0	1	0	0	0	0	0	0	0	0	1	0	0
LOC101929003	LOC101929003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929004	LOC101929004	0	0	6	0	9	1	0	4	0	0	13	4	6	2
LOC101929005	LOC101929005	2	7	5	7	0	0	0	2	2	0	6	0	8	7
LOC101929006	LOC101929006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929007	LOC101929007	3	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101929008	LOC101929008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929011	LOC101929011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929012	LOC101929012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929014	LOC101929014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929015	LOC101929015	0	0	0	0	0	4	0	0	0	0	1	0	0	0
LOC101929016	LOC101929016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929017	LOC101929017	6	0	5	0	5	7	0	13	0	0	2	2	5	26
LOC101929018	LOC101929018	2	0	5	0	0	7	14	11	29	0	13	3	0	15
LOC101929021	LOC101929021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929022	LOC101929022	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929027	LOC101929027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929028	LOC101929028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929031	LOC101929031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929034	LOC101929034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929035	LOC101929035	0	0	5	9	5	3	6	9	13	0	11	0	8	3
LOC101929036	LOC101929036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929038	LOC101929038	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929039	LOC101929039	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929040	LOC101929040	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929042	LOC101929042	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929043	LOC101929043	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929044	LOC101929044	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929046	LOC101929046	3.003	0	16.089	0	0	4	0	3	0	0	21.013	2.798	4.002	2
LOC101929047	LOC101929047	0	0	0	0	0	0	0	0	6	0	0	0	0	0
LOC101929048	LOC101929048	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929050	LOC101929050	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929051	LOC101929051	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929054	LOC101929054	4	3	0	0	0	0	11	0	0	0	5	0	0	0
LOC101929055	LOC101929055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929056	LOC101929056	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929057	LOC101929057	0	0	0	0	7	0	0	0	4	2	0	3	0	0
LOC101929058	LOC101929058	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929060	LOC101929060	3	0	0	0	0	1	0	1	0	0	0	0	0	1
LOC101929065	LOC101929065	2	5	19	12	4	4	0	6	21	0	6	11	5	2
LOC101929067	LOC101929067	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929069	LOC101929069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929070	LOC101929070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929072	LOC101929072	30.364	0	43.38	0	0	0	15	16	23	9	24.623	55.858	23.975	3
LOC101929074	LOC101929074	2	25	0	0	0	0	0	0	23	0	3	0	11	0
LOC101929077	LOC101929077	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929078	LOC101929078	0	1	6	5	0	9.872	8.386	0	0	0	0	0	0	4
LOC101929079	LOC101929079	1	7	5	13	0	0	24	12	13	12	5	6	3	2
LOC101929082	LOC101929082	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929085	LOC101929085	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929087	LOC101929087	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929088	LOC101929088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929090	LOC101929090	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929092	LOC101929092	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929094	LOC101929094	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101929097	LOC101929097	0	6.27	43.422	0	0	0	26.065	0	0	4.35	47.629	1.609	24.111	0
LOC101929098	LOC101929098	3	0	0	0	0	1	0	5	0	8	0	0	4	0
LOC101929107	LOC101929107	28	8	14	18	0	6	27	0	7	4	3	12	2	6
LOC101929108	LOC101929108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929109	LOC101929109	0	0	0	0	0	0	0	0	0	0	1	1	0	0
LOC101929112	LOC101929112	5	7	7	0	10	1	14	9	0	0	6	3	0	6
LOC101929114	LOC101929114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929115	LOC101929115	5	42	11	60	14	42	6	18	35	15	33	6	16	17
LOC101929117	LOC101929117	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101929119	LOC101929119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929121	LOC101929121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929124	LOC101929124	2	0	0	0	0	0	0	8	5	0	8	0	16	6
LOC101929125	LOC101929125	10	12	5	14	0	15	16	10	15	1	18	1	20	0
LOC101929129	LOC101929129	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC101929130	LOC101929130	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LOC101929131	LOC101929131	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LOC101929132	LOC101929132	1	11	4	0	0	0	0	0	0	0	0	10	0	0
LOC101929133	LOC101929133	4	3	0	11	0	5	9	1	0	0	7	3	8	2
LOC101929134	LOC101929134	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LOC101929137	LOC101929137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929138	LOC101929138	0	0	0	0	0	0	0	5	12	0	0	0	0	3
LOC101929140	LOC101929140	1	0	6	0	9	0	0	1	0	0	17	2	3	13
LOC101929141	LOC101929141	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929142	LOC101929142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929143	LOC101929143	1	0	0	0	3	0	0	0	0	0	2	0	0	0
LOC101929144	LOC101929144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929145	LOC101929145	7	0	13	0	0	8	6	0	0	0	10	36	2	19
LOC101929149	LOC101929149	0	0	0	0	0	0	0	2	0	2	3	2	0	0
LOC101929151	LOC101929151	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LOC101929152	LOC101929152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929153	LOC101929153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929154	LOC101929154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929155	LOC101929155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929156	LOC101929156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929157	LOC101929157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929159	LOC101929159	0	0	0	0	0	4	0	7	0	0	3	1	0	1
LOC101929160	LOC101929160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929161	LOC101929161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929164	LOC101929164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929165	LOC101929165	4	0	10	0	0	0	0	14	0	0	0	0	2	0
LOC101929167	LOC101929167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929173	LOC101929173	0	0	0	0	0	0	0	15	10	0	0	2	5	0
LOC101929174	LOC101929174	0	0	5	0	0	0	0	0	0	0	0	0	7	0
LOC101929177	LOC101929177	7	13	20	0	0	16.237	9	4	0	15	18.33	23.489	25	1.723
LOC101929178	LOC101929178	7	0	6	0	3	7	0	21	12	0	0	3	9	25
LOC101929180	LOC101929180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929184	LOC101929184	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC101929185	LOC101929185	0	0	0	0	0	0	0	0	0	0	4	1	0	0
LOC101929187	LOC101929187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929188	LOC101929188	8	8	8	7	0	17	28	21	6	0	6	22	9	14
LOC101929190	LOC101929190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929191	LOC101929191	0	0	0	0	0	0	0	5	0	0	0	0	0	0
LOC101929192	LOC101929192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929194	LOC101929194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929195	LOC101929195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929198	LOC101929198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929200	LOC101929200	10	0	9	14	0	2	19	19	2	0	13	6	14	23
LOC101929201	LOC101929201	0	0	3	0	0	0	0	0	0	0	0	0	0	0
LOC101929202	LOC101929202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929204	LOC101929204	3	3	0	0	0	0	0	0	0	0	0	1	0	0
LOC101929206	LOC101929206	0	0	0	0	0	0	0	0	0	0	5	0	0	0
LOC101929211	LOC101929211	22.246	69.83	49.656	45.32	28.258	33.156	18.165	15.69	8.877	16.178	35.082	18.985	49.891	9.087
LOC101929214	LOC101929214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929216	LOC101929216	0	0	7	0	0	0	1	7	0	1	0	1	0	3
LOC101929217	LOC101929217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929220	LOC101929220	1.24	11.04	4.108	0	0	2.615	0	0	0	0	6.621	2.919	10.965	2.811
LOC101929223	LOC101929223	30	5	23	0	0	12	19	7	0	0	7	27	1	0
LOC101929225	LOC101929225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929227	LOC101929227	1	0	0	7	14	0	0	6	0	0	0	3	3	6
LOC101929228	LOC101929228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929229	LOC101929229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929230	LOC101929230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929232	LOC101929232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929236	LOC101929236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929240	LOC101929240	100	97	125	83	82	67	148	92	176	88	71	173	136	72
LOC101929241	LOC101929241	9	0	0	0	0	0	0	3	5	15	17	4	2	5
LOC101929243	LOC101929243	22	22	43	33	7	37	21	10	0	24	18	7	17	16
LOC101929248	LOC101929248	0	0	0	0	0	0	0	0	0	0	0	0	0	3
LOC101929249	LOC101929249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929250	LOC101929250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929251	LOC101929251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929256	LOC101929256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929257	LOC101929257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929258	LOC101929258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929259	LOC101929259	0	0	0	0	0	0	0	9	0	0	0	0	3	0
LOC101929261	LOC101929261	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929263	LOC101929263	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101929264	LOC101929264	102.011	77.921	122.851	18.137	39.632	81.889	128.251	68.436	36.37	48.833	211.807	96.464	176.26	34.797
LOC101929265	LOC101929265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929266	LOC101929266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929267	LOC101929267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929269	LOC101929269	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LOC101929270	LOC101929270	0	0	11	0	0	2	0	3	0	0	2	1	0	0
LOC101929272	LOC101929272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929278	LOC101929278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929279	LOC101929279	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929280	LOC101929280	0	0	10	0	18	0	13	4	0	0	3	0	9	13
LOC101929283	LOC101929283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929285	LOC101929285	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929286	LOC101929286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929287	LOC101929287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929288	LOC101929288	0	0	0	0	0	0	0	0	0	0	0	0	3	0
LOC101929289	LOC101929289	3	0	9	0	0	9	0	1	6	10	13	5	0	6
LOC101929290	LOC101929290	32	6	8	47	12	46	24	36	33	34	30	37	54	23
LOC101929291	LOC101929291	0	0	1.004	0	0	0	0	0	0	0	6.193	2.072	0	0
LOC101929295	LOC101929295	9	5	7	0	0	0	14	8	0	0	17	3	22	6
LOC101929296	LOC101929296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929298	LOC101929298	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929300	LOC101929300	0	0	0	0	19	0	0	0	0	0	0	0	0	0
LOC101929301	LOC101929301	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LOC101929304	LOC101929304	509.19	242.669	397.749	191.227	84.926	267.105	384.124	260.184	397.941	176.239	272.797	281.24	426.813	286.077
LOC101929305	LOC101929305	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929307	LOC101929307	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929309	LOC101929309	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LOC101929313	LOC101929313	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101929314	LOC101929314	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929316	LOC101929316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929319	LOC101929319	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929320	LOC101929320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929321	LOC101929321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929322	LOC101929322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929325	LOC101929325	0	0	0	0	0	0	0	4	0	0	7	0	0	0
LOC101929326	LOC101929326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929327	LOC101929327	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929328	LOC101929328	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929330	LOC101929330	0	0	0	0	0	1	0	2	3	8	0	3	0	5
LOC101929333	LOC101929333	8.013	10	8	0	4	2	9	13	22	5	8.092	10.532	15	6.781
LOC101929336	LOC101929336	0	7	1.759	5	0	6	0	0	0	6	0	1	4.402	0
LOC101929340	LOC101929340	34	7	12	8	23	5	19	4	0	4	19	19	9	2
LOC101929341	LOC101929341	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929343	LOC101929343	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929346	LOC101929346	10	0	6	7	12	13	6	21	0	14	13	39	11	18
LOC101929347	LOC101929347	3	0	0	0	0	0	0	0	0	0	0	0	7	1
LOC101929348	LOC101929348	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929350	LOC101929350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929351	LOC101929351	0	0	2	0	0	0	0	0	0	0	0	1	0	0
LOC101929352	LOC101929352	0	0	0	0	33	0	1	12	0	0	0	0	14	12
LOC101929354	LOC101929354	0	0	0	0	0	5	0	0	6	8	0	2	0	0
LOC101929355	LOC101929355	4	0	0	0	0	0	12	0	0	0	0	0	0	3
LOC101929356	LOC101929356	2	0	4	0	0	0	0	0	0	1	1	9	0	7
LOC101929358	LOC101929358	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929359	LOC101929359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929360	LOC101929360	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101929363	LOC101929363	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929367	LOC101929367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929368	LOC101929368	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929371	LOC101929371	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929373	LOC101929373	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929374	LOC101929374	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929375	LOC101929375	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101929379	LOC101929379	0	0	0	0	0	0	0	0	0	0	0	5	0	0
LOC101929381	LOC101929381	0	0	3	0	0	0	0	0	0	0	0	0	0	0
LOC101929382	LOC101929382	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929384	LOC101929384	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929385	LOC101929385	11	1	13	0	5	13	19	8	8	11	19	32	30.546	13
LOC101929386	LOC101929386	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929387	LOC101929387	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC101929388	LOC101929388	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929393	LOC101929393	0	0	9	0	0	0	0	0	0	0	0	0	0	0
LOC101929396	LOC101929396	0	0	0	0	0	5	0	0	0	3	4	0	3	0
LOC101929398	LOC101929398	1	0	0	0	0	0	0	0	0	3	0	7	0	0
LOC101929401	LOC101929401	0	0	0	0	0	2	0	4	0	0	5	6	0	0
LOC101929408	LOC101929408	4	0	0	0	0	0	0	0	4	0	0	0	0	0
LOC101929409	LOC101929409	0	0	7	0	0	0	0	0	0	0	0	3	0	0
LOC101929410	LOC101929410	0	0	3	0	0	0	0	0	0	0	0	0	0	0
LOC101929411	LOC101929411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929414	LOC101929414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929418	LOC101929418	0	0	0	0	0	0	0	0	0	0	4	1	0	0
LOC101929419	LOC101929419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929422	LOC101929422	6	0	0	0	0	4	0	2	0	9	2	17	7	7
LOC101929425	LOC101929425	0	0	2	2	1	0	7	0	0	0	0	0	2	0
LOC101929426	LOC101929426	5	8	7	3	1	18	0	4	0	0	14	6	29	0
LOC101929427	LOC101929427	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929431	LOC101929431	1	0	5	0	14	0	0	11	0	0	0	0	13	3
LOC101929432	LOC101929432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929433	LOC101929433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929434	LOC101929434	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929435	LOC101929435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929437	LOC101929437	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929440	LOC101929440	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929441	LOC101929441	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929442	LOC101929442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929443	LOC101929443	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929444	LOC101929444	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929445	LOC101929445	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929446	LOC101929446	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929447	LOC101929447	6	0	12	0	0	0	6	0	0	1	0	8	5	1
LOC101929449	LOC101929449	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929451	LOC101929451	9.435	40.808	18.91	5.64	40.186	24.059	37.089	27.084	20.504	8.46	65.092	0	61.715	29.341
LOC101929453	LOC101929453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929456	LOC101929456	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929457	LOC101929457	0	0	3	0	0	0	0	0	0	0	0	0	0	0
LOC101929459	LOC101929459	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929460	LOC101929460	0	0	0	0	0	0	0	1	0	0	0	0	0	2
LOC101929462	LOC101929462	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929463	LOC101929463	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929465	LOC101929465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929467	LOC101929467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929469	LOC101929469	0	0	3	0	0	2	0	1	1	0	3	3	16	0
LOC101929475	LOC101929475	0	0	0	0	0	2	10	0	0	0	0	1	2	0
LOC101929476	LOC101929476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929477	LOC101929477	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929478	LOC101929478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929479	LOC101929479	17.658	0	10.27	0	0	0	15	22	8.106	0	12.836	0	30.753	0
LOC101929480	LOC101929480	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101929482	LOC101929482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929484	LOC101929484	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929485	LOC101929485	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929489	LOC101929489	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929490	LOC101929490	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929491	LOC101929491	8.018	0	0	0	7.009	0	0	0	0	0	5.014	4.026	3.002	0
LOC101929492	LOC101929492	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929493	LOC101929493	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929494	LOC101929494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929495	LOC101929495	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929498	LOC101929498	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929500	LOC101929500	6	10	9	0	0	3	0	0	0	0	6	12	10	3
LOC101929506	LOC101929506	1	0	0	0	0	0	0	0	0	0	0	4	0	1
LOC101929507	LOC101929507	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929510	LOC101929510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929511	LOC101929511	10	3	9	14	6	2	25	8	9	0	29	10	20	28
LOC101929512	LOC101929512	1	0	0	0	0	3	20	0	12	0	3	0	0	0
LOC101929513	LOC101929513	0	0	8	0	0	0	0	0	0	0	0	0	0	6
LOC101929514	LOC101929514	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929515	LOC101929515	0	0	0	0	0	0	0	3	0	0	0	0	0	0
LOC101929518	LOC101929518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929519	LOC101929519	0	0	0	0	0	3	0	0	0	1	0	3	0	0
LOC101929521	LOC101929521	0	0	0	0	0	0	0	0	0	0	4	1	0	0
LOC101929522	LOC101929522	0	0	1	0	0	0	0	0	0	0	0	4.036	4	0
LOC101929523	LOC101929523	1	7	1	0	0	1	0	0	0	1	0	3	0	0
LOC101929528	LOC101929528	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929530	LOC101929530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929531	LOC101929531	9	1	24	0	7	10	3	8	0	10	1	6	13	1
LOC101929533	LOC101929533	0	0	0	0	0	1	17	2	0	5	6	3	8	0
LOC101929534	LOC101929534	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929535	LOC101929535	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929536	LOC101929536	0	0	2	0	0	2	0	4	0	0	4	0	0	0
LOC101929538	LOC101929538	11	0	2	0	9	0	0	0	4	0	0	15	0	14
LOC101929540	LOC101929540	0	2	4	0	0	0	0	0	0	8	2	9.293	0	0
LOC101929542	LOC101929542	0	0	6	0	0	0	0	0	0	0	3	0	0	0
LOC101929544	LOC101929544	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929545	LOC101929545	20.946	17.736	66.812	11.49	4.904	20.416	6.946	34.355	0	59.114	17.26	168.001	51.102	10.041
LOC101929547	LOC101929547	10	0	0	0	0	0	0	0	0	0	0	3	0	1
LOC101929548	LOC101929548	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC101929550	LOC101929550	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929552	LOC101929552	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929555	LOC101929555	0	0	0	0	0	0	16	2	0	0	0	2	0	0
LOC101929557	LOC101929557	0	0	0	0	0	0	0	0	0	0	0	0	4	0
LOC101929558	LOC101929558	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929560	LOC101929560	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929561	LOC101929561	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929562	LOC101929562	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929563	LOC101929563	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929564	LOC101929564	0	0	0	0	0	0	0	0	0	0	0	0	0	0
