gene_id	gene_name	SRR31535847	SRR31535848	SRR31535849	SRR31535850	SRR31535851	SRR31535852	SRR31535853	SRR31535854	SRR31535855	SRR31535856	SRR31535857	SRR31535858	SRR31535859	SRR31535860
CD244	CD244	579	145	948	43	115	236	87	203	125	165	240	807	318	45
CD247	CD247	3429	1790	1872	1693	1983	2752	1436	2289	3126	1824	2879	3137	3158	3237
CD248	CD248	99	27	5	0	11	76	23	88	14	21	29	40	56	16
CD27	CD27	837.581	383	942.989	201	201.978	290	342.997	177.995	336.001	267.997	553.973	347.811	524.857	308.999
CD27-AS1	CD27-AS1	114.419	13	72.011	63	12.022	31	37.003	44.005	96.999	4.003	59.027	103.189	44.143	8.001
CD274	CD274	34	16	25	24	31	54	30	27	53	14	48	27	59	28
CD276	CD276	2	0	2	0	0	20	0	28	0	0	0	18	0	8
CD28	CD28	1225	750	648	746	804	1678	530	975	819	1482	1839	874	1936	1315
CD2AP	CD2AP	535	684	459	545	397	945	964	595	758	760	938	537	705	979
CD2BP2	CD2BP2	780	253	612	157	177	303	296	309	284	161	491	621	419	300
CD300A	CD300A	990.999	120	828	125	139	289	237.001	308	189	149	289	957.999	450	120
CD300C	CD300C	607	122	398	52	157	226	106	181	55	161	182	583	56	72
CD300E	CD300E	6903	772	1123	330	997	1509	387	1933	1006	1578	832	5871	209	562
CD300LB	CD300LB	1533.999	210	253	293	152	1041	313	769	221	280	242	1449	59	237
CD300LD	CD300LD	3	0	0	0	0	0	0	0	0	0	0	3	0	0
CD300LF	CD300LF	658	407	549	296	201	312.999	131	492	287	237	214	719	79	153.001
CD300LG	CD300LG	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CD302	CD302	2118	1049.367	2446	326	310	1033	273	988.999	529	877.261	773	2874	307.298	212
CD320	CD320	265	214	485	152	232	195	239	131	186	135	399	194	447	130
CD33	CD33	434.999	179	611.999	25	140	184	83	141	78	103	120.999	466	59.001	16
CD34	CD34	30	0	5	0	0	0	0	6	5	1	0	35	4	0
CD36	CD36	2639.999	807	4557	139	380	1006	274	770.999	305	872.999	953	3075.999	262	54
CD37	CD37	5331	4242.001	10771	3611	3220.999	5061	8676.001	3412.001	4488	4447.001	8302	6128.001	5469	3846
CD38	CD38	272	53	77	0	43	18	9	6	18	4	47	146	40	2
CD3D	CD3D	842	1077	2420	864	703	833	1038	495	743	823	1318	576	1587	995
CD3E	CD3E	2793	2669	4963	1598	1970	2263	2627	1386	3576	2536	4415	2113	5052	1957
CD3EAP	CD3EAP	158.63	68.832	108.55	25.229	28.816	60.068	49.781	65.669	19.441	37.385	99.628	74.627	99.263	49.985
CD3G	CD3G	176	216	370.001	129	149	326	174.999	137	116	287.001	322	143	310	225
CD4	CD4	4602	1489.999	3496	511	1075	1828	739	1084	1177	1275	2086	3814	1388	638
CD40	CD40	267	134	442	74	46	346	588	100	147	143	361	262.001	302	314.001
CD40LG	CD40LG	189	113	151	107	93	175	112	69	153	131	292	137	202	86
CD44	CD44	13875.998	10017.001	12331.999	5059	8684.001	13039	6651.001	11098.999	7411.001	11598.001	9359.999	12644.998	6994	8830.001
CD46	CD46	1869	1867	2645	751	583	2105	1147.999	1577	1284	2110.999	2424	2282.001	1902.999	1095.001
CD47	CD47	2577	1857	2813.999	1155	1011.001	2022.001	1536.999	1466	1619	2235.999	2848	2255.001	2913	1650.999
CD48	CD48	6879	10280	13015	6448	6948.999	9437	6246	6350	5903.999	11059	12358	6720	8653	6231
CD5	CD5	2528	1515	1526	1356	2204	2354	1356	2547	3214	2035	3772	1185	2252	3245
CD52	CD52	9399	6950	22150	3787	4737	9968	8860	7579	4292	7709	10125	8552	7480	2957
CD53	CD53	4644	1092	4697	739	1105	1549	1018	1213	1227	1162	2050.001	4792	1398	935
CD55	CD55	3271	1085	1505.999	823	901	1837	1235	2192	1110	1489	1931	2829.001	1489	1644
CD58	CD58	397	269	250.999	171	153	491.999	164	324	140	313	196	347	45	171
CD59	CD59	534.001	476	616	357	409	1104	582	650	403	646	780	387	436	612
CD5L	CD5L	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CD6	CD6	2166	2097.999	2450	3232	2618	2537	1713	2666.001	4050.001	2062	4037.999	1437	3336.999	5134.999
CD63	CD63	5129	2436	3614.999	1810	2051	2930	1514	3888.001	1654	1391	2592.999	2986	1291.999	1613
CD68	CD68	9049	4242	7620	1902	2738	4213	1491	4589	2572	2096	2786	7424	771	1538
CD69	CD69	6740	15988	22284	7250	6752	22322	7825	7681	4301	24549	30009	12295	11922	7772
CD7	CD7	2707	1332	2141	1111	1758	1236	1370	1069	2292	1140	2454	1926	3294	1752
CD70	CD70	43	0	64	70	20	107	21	46	6	19	68	17	33	83
CD72	CD72	58	24	245	47	18	43	113	9	56	27	95	115	143	28
CD74	CD74	54153.999	29839	69707	14655	19969.999	32486	50787	18313	22129.001	17777.001	36562	53777.001	25714.001	18920
CD79A	CD79A	2125	1467	5978	1936	1008	2691	6019	1775	1390	1313	3737	1741	3037	2969
CD79B	CD79B	785	244	2945	149	181	369.999	530	183	149	109	716	685	401.999	284
CD80	CD80	37	28	50	11	9	49	34	15	0	61	41	38	31	38
CD81	CD81	2152	955	2831	892	1166	1520	1232	1135	881	1013	1458	1922	1563	1270
CD81-AS1	CD81-AS1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CD82	CD82	1079.001	448	1564	624	697	583	337	683	329	323	517	699	346	947.999
CD83	CD83	6687	3179.001	7266	4037	2516	12568	11086.999	7709	6541	7069	11615.001	6143	8173	5437.001
CD84	CD84	286	274	434	87	207	207	246	213	191	218	241	405	338	184
CD86	CD86	2686	844.001	1266	328	550	861	409	920	328	632	513.001	1802	166	526.999
CD8A	CD8A	1077	934	3039	688	2128	1536	872	900	452	923	938	1419	1435	1968
CD8B	CD8B	502.999	1096	1490.001	355	465	496	920	387.999	235	593	991	362	805	248
CD9	CD9	969	530	350	142	272	302	165	381	95	225	274	602	48	186
CD93	CD93	2189	446	1026	190	234	1281	155	1309	423	756	456	2340	173	358
CD96	CD96	1065.999	892	1457	564	574.999	1147.999	856	581	855	1095	1518	1062	1484	651
CD97	CD97	5901.758	2391.095	4051.559	2205	2801.782	5502.562	2598.399	3866.853	2508.535	2886.195	4307.024	5402.699	3457.106	2903.869
CD99	CD99	6008	2209	5700	1979	3006	2592	2377	1779	1549	1876.001	2414.001	4601	2281	1566
CD99-2	CD99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD99L2	CD99L2	367	175	345	35	87	166	77	129	134	171	178	287	208	78
CD99P1	CD99P1	65	47	54	31	52	41	64	54	34	29	67	94	38	38
CD99P1-2	CD99P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDA	CDA	427	87	258	50	86	128	36	191	83	128	99	245	17	22
CDADC1	CDADC1	90	100	93	38	98	121	60	99	89	67	98	89	64.999	94
CDAN1	CDAN1	137	177	234	196	136	208	267	241	256	171	375.001	173	413	252
CDC123	CDC123	481	456	399	407	429	615	577	510	478	334	508	426	366	579
CDC14A	CDC14A	602	740	699	723	410	1007	857	746	833	772	1638	542	1441.001	798
CDC14B	CDC14B	657.723	70.804	162	70.863	148.468	64.129	86.757	48.69	73.006	72	120.475	474.579	63	59.277
CDC14C	CDC14C	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC16	CDC16	432	312.001	855	153	245.001	239	387	283	429	310	568.001	637.998	525.999	171
CDC20	CDC20	95	0	15	0	0	23	26	10	0	0	7	33	15	1
CDC20B	CDC20B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC23	CDC23	164	147	139	121	59	131	131	189	111	113	231	150	267	192
CDC25A	CDC25A	42	10	8	0	0	3	0	0	7	2	0	19	3	10
CDC25B	CDC25B	1297	1029	2058.002	484	446.001	883.999	913	731	1411	739	2069	1224	2212.001	867
CDC25C	CDC25C	9	0	10	0	0	0	0	0	0	6	1	3	5	0
CDC26	CDC26	139	76	320	105	31	112	98	53	77	58	108	137	84	77
CDC27	CDC27	596	735.999	740	355	413	954	563.001	725	522	674	782	705.001	679	725
CDC34	CDC34	478	281	657	230	210	295.999	200	301	404	125.001	290	407	264	331
CDC37	CDC37	2547	1231	2495	924	1034	1250	1276	1795	1753	692	1585	2157	2116	1012
CDC37L1	CDC37L1	334	722	257	339	402	474	227	429	349	763	923	305	541	909
CDC40	CDC40	791	1057	737	806	496	1331	699	903	837	939	1268	966	811	994
CDC42	CDC42	6961.999	5389	7371	3819	4122.999	7354.001	5667.001	5417	4628	5254	7574	6333	5113	5542
CDC42BPA	CDC42BPA	48	7	43	0	24	22	13	22	17	0	9	41	0	24
CDC42BPB	CDC42BPB	343	174	318	86	131	156	137	238	89	99	203.001	395	124	196.001
CDC42BPG	CDC42BPG	51	77	72	23	4	57	13	100	49	38	167	87	105	40
CDC42EP1	CDC42EP1	30	26	98	2	1	27	0	42	9	43	36	94	5	11
CDC42EP2	CDC42EP2	30	11	42	0	4	28	15	23	24	9	28	43	6	9
CDC42EP3	CDC42EP3	943	883	1959	772	493	1627	626	1246	525	953	882	1523	735	638
CDC42EP4	CDC42EP4	314	398	346	109	104	340	104	212	183	79	196	218	105	79
CDC42EP5	CDC42EP5	0	0	3	0	0	0	0	13	0	0	0	0	0	0
CDC42P3	CDC42P3	3	0	0	0	0	0	0	0	0	0	2	1	16	1
CDC42SE1	CDC42SE1	4150.236	3224.837	3974.185	1255.302	1873.373	3888.462	1973.568	2458.82	2069.989	2289.924	5806.697	5262.589	4635.823	2856.781
CDC42SE2	CDC42SE2	4931	5545	4954	4461	4679	8376	5260	5409	5369	7642	6545	4690	5721	7371
CDC45	CDC45	58	5	8	0	0	0	14	8	0	4	0	9	10	1
CDC5L	CDC5L	688	860	961	792	545	1513	885	1022	834	1025	1466	786	1072	836
CDC6	CDC6	45	12	6	7	5	14	0	2	0	7	8	28	8	16
CDC7	CDC7	61	16	83	16	29	71	54	46	39	69	48	40	50	52
CDC73	CDC73	668	442	552	507	472	1302	828	651	496	834	1274	793	813	827
CDCA2	CDCA2	31	0	4	0	7	9	1	3	0	10	2	21	0	3
CDCA3	CDCA3	25	0	11	0	4	0	0	11	0	0	0	7	3	0
CDCA4	CDCA4	456	313	369	237	291	682	376	493	433	469	623	264	385	154
CDCA5	CDCA5	113	15	37	18	7	13	19	3	13	12	10	26	21	0
CDCA7	CDCA7	98	51	52	0	20	9	0	4	5	19	13	54	18	26
CDCA7L	CDCA7L	254.26	223	579.235	43.322	61	174	443.278	90.913	175.266	91.788	513	265	250.714	84.318
CDCA8	CDCA8	66	7	17	15	0	26	4	14	14	4	15	11	17	20
CDCP1	CDCP1	183	10	10	3	20	143.001	9	102	22	43	14	116	8	26
CDCP2	CDCP2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CDH1	CDH1	15	0	19	1	134	15	0	12	10	8	1	9	7	14
CDH10	CDH10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH11	CDH11	3	0	0	0	0	69	0	80	0	0	0	37	0	0
CDH12	CDH12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH13	CDH13	5	0	0	0	0	17	0	2.944	0	0	0	6	0	0
CDH15	CDH15	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH16	CDH16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH17	CDH17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH18	CDH18	1	0	0	0	0	0	9	0	0	0	0	0	0	0
CDH19	CDH19	1	0	0	0	0	2	0	0	7	0	0	0	16	0
CDH2	CDH2	0	3	10	0	0	15	0	2	0	0	0	0	0	0
CDH20	CDH20	6	0	3	0	0	0	0	5	0	10	3	5	7	11
CDH22	CDH22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH23	CDH23	305.999	159.999	197.999	73	89	101	104	172	156.001	102	294.999	363	164	98
CDH24	CDH24	27	7	26	32	4	17	5	34	26	15	61	12	48	25
CDH26	CDH26	5	10	18	0	13	1	17	2	9	0	15	8	9	2
CDH3	CDH3	4	9	2	0	22	4	13	1	21	3	8	2	8	6
CDH4	CDH4	12	0	0	0	10	6	0	8	0	13	6	13	20	21
CDH5	CDH5	0	4	9	0	0	0	0	0	0	0	0	2	0	0
CDH6	CDH6	1	7	12	0	0	0	0	6	0	0	0	3	6	4
CDH7	CDH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH8	CDH8	0	0	0	0	0	0	0	3	0	0	0	0	0	0
CDH9	CDH9	0	0	0	0	0	0	0	0	0	0	0	1	1	0
CDHR1	CDHR1	31	18	14	11	33	15	55	20	75	8	11	57	25	19
CDHR2	CDHR2	0	1	2	0	0	3	0	9	3	14	6	2	5	3
CDHR3	CDHR3	25	17	33	34	0	17	0	7	35	6	22	14	31	5
CDHR4	CDHR4	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CDHR5	CDHR5	14	12	0	0	0	4	0	5	8	0	1	17	30	0
CDIP1	CDIP1	911	228	488	200	197	237	197	272	321	139	281.999	525	353	215
CDIPT	CDIPT	932	304	1137	193.001	219	349	185	319	292.999	367	457.999	826.001	657	340
CDIPT-AS1	CDIPT-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK1	CDK1	124	23	26	38	0	47	3	22	9	11	40	35	23	8
CDK10	CDK10	360.999	199	410	179	76	178	170.999	160.001	221	86	506	379.001	592.001	88
CDK11A	CDK11A	378.59	419.492	424.882	497.201	458.72	269.703	817.612	800.941	877.09	167.91	1051	493.419	841.261	795.793
CDK11B	CDK11B	600.408	684.508	701.118	923.696	578.28	749.298	923.387	1342.059	1329.84	468.091	946	701.956	1567.037	1093.206
CDK12	CDK12	766	720	645	676	637	1164	619	1045.001	1106	802	1230	995.999	1025.001	1103.001
CDK13	CDK13	854.99	618.079	1329.149	447.863	571.368	929.111	1079.749	877.564	649.63	966.167	1600.193	1195.536	1516.741	1110.203
CDK14	CDK14	149	44	300	34	40	88	192	156	75	68	187	159	76	61
CDK15	CDK15	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CDK16	CDK16	747	710	515	638	990	1046	1040	1132.001	1260	512	1160	910	1028.001	1305
CDK17	CDK17	1242	1343	913	1556	1094	2508	1831	2067	1607	2148	2035	1463	1629	2707
CDK18	CDK18	45	18	21	9	0	28	0	6	38	9	46	49	33	19
CDK19	CDK19	269	159	367	56	71	129	107	147	231	89	231	417	291	57
CDK2	CDK2	142	92	62	40	38	94	53	82	150	70	146	86	175	49
CDK20	CDK20	47	18	27	2	12	14	33	32	28	19	45	22	51	11
CDK2AP1	CDK2AP1	1320	503	757	297	459	392	360	385	244	353	372	1128	206	277
CDK2AP2	CDK2AP2	476.999	121	509	67	61	108	111	88	79	90	182	485.999	220.999	87
CDK3	CDK3	39.728	63.308	55.823	49	42	38.747	121.205	126.303	74	45	92.411	44.579	143.795	44.313
CDK4	CDK4	278.795	75.563	521.691	40.397	24	126.982	79.039	100.883	79.987	66	123.479	233.37	149.568	85.426
CDK5	CDK5	152	13	198	35	11	22	20	30	52	16	60	136	39	22
CDK5R1	CDK5R1	88	323	238	323	124	166	182	205	358	185	909	102	369	568
CDK5R2	CDK5R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK5RAP1	CDK5RAP1	225.001	340	214	425	294	277	317	379	317	233	476	256	424	490
CDK5RAP2	CDK5RAP2	394	296	390.001	143	257	306	393	320	362	327	513	471.999	579.001	250
CDK5RAP3	CDK5RAP3	1039.999	734	1492	574	334	460.999	858	1315	1534	340	1403	1561	2416.001	789.999
CDK6	CDK6	748	215	428	96	96	390	198	219	206	322	1378	661	578	232
CDK7	CDK7	257	270	267	337	181	473	433	358	378	389	464	231	422	316
CDK8	CDK8	131	121	285	38	21	84	107	113	95	92	241	172	206	60
CDK9	CDK9	945	621	683	390	375	777	739	905	795	396	800	1042	777	734
CDKAL1	CDKAL1	111	115	152	94	57	208.999	121	121	120	175	255.001	128	159.001	165
CDKL1	CDKL1	49	3	45	11	28	31	0	27	13	6	63.001	69	15	13
CDKL2	CDKL2	6	0	7	5	0	17	0	0	4	0	6	6	6	8
CDKL3	CDKL3	0	0	2	0	0	2	0	0	9	0	11	11	10	4
CDKL4	CDKL4	0	0	0	0	0	0	0	0	0	3	0	0	0	0
CDKL5	CDKL5	26	50	63	8	28	45	24	28	15	28	34	31	44	45
CDKN1A	CDKN1A	10746	2942	4850	2274	2503	5383	1993	3506	1572	3163	4451	8136	1363	2341
CDKN1B	CDKN1B	2671.76	2833.96	3020.892	1741	1757	2622.385	2373	1838	2042	2410	5191.379	2885.081	3574.035	2538.189
CDKN1C	CDKN1C	2404	563	875	285	284	391	341	407	351	394	296	1085.001	235	139
CDKN2A	CDKN2A	52	10	37	9	15	41	83	18	39	8	6	13	13	28
CDKN2AIP	CDKN2AIP	995	2117	1648	1281	780	2459	1226	1616	1016	1901	2965	1090	1842	2035
CDKN2AIPNL	CDKN2AIPNL	193	170	434	125	136	175	208	149	125	183	204	155	120	184
CDKN2B	CDKN2B	46	3	4	0	21	13	0	10	14	0	17	20	10	17
CDKN2B-AS1	CDKN2B-AS1	8	0	7	0	0	0	0	9	0	0	2	4	3	1
CDKN2C	CDKN2C	204	82	100	33	84	179	60	80	6	113	125	139	76	97
CDKN2D	CDKN2D	3228	1112	3084	1174	1402	1279	1021	1132	1134	746	1619	2383	1779	1107
CDKN3	CDKN3	70	0	14	32	19	21	4	2	0	6	17	24	1	9
CDNF	CDNF	13	9	19	30	4	10	6	19	8	24	28	19	28	4
CDO1	CDO1	0	0	0	3	0	2	6	3	2	0	6	0	0	21
CDON	CDON	9	25	14	0	30	17	22	22	13	0	28	4	32	14
CDPF1	CDPF1	40	27	142	16	29	14	13	2	17	17	31	32	27	18
CDR1	CDR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDR2	CDR2	878	1705	659	1006	798	1421	1001	1058	1256	1048	2441	745	2064	1365
CDR2L	CDR2L	49	15	8	0	53	3	9	13	30	12	4	12	0	6
CDRT1	CDRT1	0	7	0	0	0	4	0	0	0	0	0	0	0	0
CDRT15	CDRT15	0	0	0	0	0	0	0	0	7	0	1	1	0	0
CDRT15L2	CDRT15L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDRT15P1	CDRT15P1	1	0	0	5	0	0	0	0	0	0	7	0	1	0
CDRT15P2	CDRT15P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDRT4	CDRT4	0	20	30	5	0	0	0	0	74	0	0	0	0	0
CDRT7	CDRT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDRT8	CDRT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDS1	CDS1	28	43	37	47	67	93	102	133	67	84	50	25	31	63
CDS2	CDS2	1119	1315	1053	807	1014	1933	915	1526	905	1135	1964	1160	1390	1499
CDSN	CDSN	0	0	0	0	6	0	0	0	7	0	0	0	0	0
CDT1	CDT1	168	0	53	26	57	21	55	16	17	6	28	37	31	35
CDV3	CDV3	7429	7536	7524.001	6015	5532.001	9974.999	6298.001	9112	6306.999	8157	8566	6650	6316.999	6698
CDX1	CDX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDX2	CDX2	7	0	6	0	7	0	0	0	0	0	0	0	0	0
CDX4	CDX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDYL	CDYL	468.999	281	439	174	257	311	304	339	231	213.001	348	411	380	271
CDYL2	CDYL2	25	8	28	0	11	27	9	21	32	19	30	23	19	30
CEACAM1	CEACAM1	13	4	15	0	0	14	0	13	0	0	18	8	8	0
CEACAM16	CEACAM16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM18	CEACAM18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM19	CEACAM19	9	22	24	11	9	0	0	34	27	4	11	30	11	6
CEACAM20	CEACAM20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM21	CEACAM21	97	38	134	36	6	27	51	12	23	16	70	54	31	11
CEACAM22P	CEACAM22P	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CEACAM3	CEACAM3	14	6	35	8	8	9	17	13	0	0	18	24	1	11
CEACAM4	CEACAM4	138	3	139	27	0	44	14	6	26	9	18	96	12	0
CEACAM5	CEACAM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM6	CEACAM6	0	0	0	0	0	0	0	1	0	0	3	1	13	4
CEACAM7	CEACAM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM8	CEACAM8	0	5	0	0	0	0	10	3	0	0	2	0	0	0
CEBPA	CEBPA	983.001	1045	1881	278	224	827	256	607.001	220	301	513	1016	508	304
CEBPA-AS1	CEBPA-AS1	14	0	15	1	0	5	0	12	0	0	0	6	7	0
CEBPB	CEBPB	10603	5588	6850	5806.001	5774	9402	4504	9610	5404	4198	7034.001	9961	2624.001	4127
CEBPD	CEBPD	11714	3572	3374	2732	2104	5570	1867	5780	2290	3353	3741	12168	1355	2059
CEBPE	CEBPE	3	18	11	13	0	4	0	15	1	0	4	5	9	0
CEBPG	CEBPG	570	836	931	568	645	1170	1164	903	666	992	1275	558	949	948
CEBPZ	CEBPZ	1512	2615	1409.997	2101	2581	3195	2237	2874	1878	3318	2870	1551	1824	2936
CEBPZ-AS1	CEBPZ-AS1	378	425	573.003	266	346	463	429	425	567	310	581	439	385	307
CECR1	CECR1	3677	895	2281	281	325	750.001	532	682	730	536.999	1171	3935	1293	256
CECR2	CECR2	5	5	0	3	0	0	0	8	0	9	0	3	14	15
CECR3	CECR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CECR5	CECR5	358	165	661	58	67	270	128	212	140	53	378.001	364	323.999	76
CECR5-AS1	CECR5-AS1	0	0	0	0	0	0	0	2	0	0	0	1	0	0
CECR6	CECR6	42	34	34	0	24	20	0	8	0	3	21	62	18	6
CECR7	CECR7	21	8	20	14	0	17	7	0	10	12	14	13	22	18
CEL	CEL	19	0	15	10	0	9	16	6	16	9	7	6	18	11
CELA1	CELA1	9	3	6	0	0	3	15	2	15	8	12	7	5	11
CELA2A	CELA2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA2B	CELA2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA3A	CELA3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA3B	CELA3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF1	CELF1	740	896	1193	1220	623	1308	1366	1392.999	1306	846	1302	940.999	1552	1068
CELF2	CELF2	2708	1859	2080	1115.999	1018	2257	1972.999	2044.999	2249	1802.999	3539	3272.999	3616	2534
CELF2-AS1	CELF2-AS1	6	7	1	0	0	2	0	2	9	2	11	26	23	8
CELF2-AS2	CELF2-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF3	CELF3	0	0	0	0	0	0	0	0	0	5	0	0	0	0
CELF4	CELF4	2	7	8	2	46	3	3	45	9	3	7	8.163	64.025	25
CELF5	CELF5	8	5	3	0	1	3	5	15	32	1	9	0	35	7
CELF6	CELF6	21	18	44	9	8	11	35	44	28	18	93	55	94	41
CELP	CELP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELSR1	CELSR1	59	151	158	61	51	87	164	423	284	38	188	116	142	104
CELSR2	CELSR2	75	25	27	19	29	33	22	24	32	19	81	82	59	18
CELSR3	CELSR3	32	91	62	40	32	90	50	90	75	98	33	47	144	84
CEMP1	CEMP1	92	37	147	52	12.941	59	37	74	70	27.86	166	83	149	6
CEND1	CEND1	1	0	2	0	0	0	0	0	0	0	0	0	11	0
CENPA	CENPA	21	4	10	0	0	1	17	13	0	5	23	7	11	7
CENPB	CENPB	1607	763	1932	322	630	738	511	580	440	412	839	1415	620	599
CENPBD1	CENPBD1	32	45	35	2	6	32	3	28	20	27	25	34	15	27
CENPBD1P1	CENPBD1P1	360	149	265	160	153	161	135	131	83	97	142	300	113	123
CENPC	CENPC	512	969	473	519	417	1093.999	845	978	531.999	790	1175	562	684	1020
CENPE	CENPE	45	29	13	21	4	57	17	57	41	28	11	18	13	36
CENPF	CENPF	108	13	11	17	38	12	17	48	15	8	31	32	15	18
CENPH	CENPH	105	94	142	88	71	85	88	56	94	93	145	111	115	96
CENPI	CENPI	14	0	3	0	0	4	0	4	0	0	2	8	1	0
CENPJ	CENPJ	53	48	135	21	27	39	14	10	16	16	37	56	82	23
CENPK	CENPK	139	80	207	29	10	34	78	37	50	111	132	49	13	17
CENPL	CENPL	51	63	40	38	39	80	52	81	44	99	80	37	55	79
CENPM	CENPM	73	7	80.999	0	16	7	33.999	9	0	3	11	19	19	13
CENPN	CENPN	243.927	153	209.858	158	97	208.974	164.999	182.273	130.001	134	134	122.481	144.999	158
CENPO	CENPO	115.107	49.095	100.677	56.73	65.643	101.535	163.326	101.56	135.814	67.202	125.643	82.012	131.957	99.028
CENPP	CENPP	75.928	29.842	97.147	43.563	31.463	30.455	84.096	9.629	46.861	35.517	43.459	40.892	67.763	100.522
CENPQ	CENPQ	16	1	33	25	16	25	0	16	9	10	14	35	20	16
CENPT	CENPT	601	296	495.001	258	235	241	309	298	652.001	201	791	704.999	775.999	298.001
CENPU	CENPU	317.952	91.482	127.58	72	42	144.019	29.149	55.031	130.089	79.034	128.81	130.298	98.198	91
CENPV	CENPV	149	209	131	205	253	219	298	295	242	220	360	62	272	322
CENPVP1	CENPVP1	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
CENPVP2	CENPVP2	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
CENPW	CENPW	83	27	56	11	0	46	6	33	48	44	87	22	28	19
CEP104	CEP104	213	111	391	63	28	75	104	120	122	90	343	344	290	43
CEP112	CEP112	5	17	23	7	6	25	0	12	0	3	16	0	12	1
CEP120	CEP120	700	1488	1536	710	693	1297	1297	1059	1142	1804	1844	894	1491	1737
CEP128	CEP128	75	16	26	11	13	35	12	19	14	16	60	76	35	20
CEP135	CEP135	213	291	366	192	175	398	297	314	316	356	480	287	413	353
CEP152	CEP152	113	38	70	50	50	75	189	135	135	62	107	101	127	85
CEP164	CEP164	299	101	341	99	64	186.999	238	299	219	110.001	318	313.999	450.999	177
CEP170	CEP170	802.999	491	528	326	210	666.001	508	804.999	582	457.999	695	1073	465	474
CEP170B	CEP170B	56	46	132	40	83	166	14	79	66	50	110	33	52	72
CEP170P1	CEP170P1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CEP19	CEP19	10	2	42	10	5	4	19	15	0	14	40	12	8	26
CEP192	CEP192	282	252	298.999	137	108	247	314	250	314	177	397	483.001	594.999	340.999
CEP250	CEP250	227	130	308	80	84	199	209	200	217	128	347	260.001	436	139.001
CEP290	CEP290	200.111	223.984	425.608	225.622	79	300.133	300.019	235.641	254.329	215.386	404.229	283.837	402.707	155.009
CEP350	CEP350	640	620.001	953	493.999	348	690	425	629.001	394	715	937	909.999	922	962.001
CEP41	CEP41	76	27	57	19	14	17	43	39	59	51	100	66	78	24
CEP44	CEP44	95.044	102	111	57	44	119.735	127	108	20	59.334	158.013	104.052	153	119
CEP55	CEP55	49	23	22	8	0	11	13	5	0	8	8	12	0	0
CEP57	CEP57	447	666	961	264	395	494.999	411	494.001	559	742	712.999	573	635	499
CEP57L1	CEP57L1	24	0	28	0	0	5	8	13	18	14	12	47	16	6
CEP63	CEP63	172.789	133	335	88	59	161.544	171	119	143.001	113	264.001	177.937	195.001	102.834
CEP68	CEP68	361.192	459	387	253	167	373	229	229	256	337	692	314.001	485	321
CEP70	CEP70	44.999	83	85	35	53	86	93	63	47	102.999	89.001	60	105	105
CEP72	CEP72	27	1	18	20	13	44	58	58.001	8	16	30	27	25	14
CEP76	CEP76	56	56	41	6	27	62	51	36	63	67	115	35	65	46
